method,workload,failure,repetition,response_time,reliability,service_availability,active_replica_count,network_transfer_volume,replication_transfer_volume,algorithm_decision_time
DPRS,W01,F2,rep-02,3.6409019571354415,0.9658333333333333,0.9622916666666668,491,5160403206144,935229128704,13202.558921990203
DPRS,W01,F2,rep-03,3.651463992151967,0.965,0.902916666666667,489,5171140624384,926639194112,13184.041741036708
DPRS,W01,F2,rep-04,3.637346870920395,0.9633333333333334,0.9591666666666667,489,5138928369664,924491710464,13151.971156044965
DPRS,W01,F2,rep-05,3.654424759613773,0.9666666666666667,0.9622916666666668,491,5173288108032,935229128704,13247.04542901236
DPRS,W01,F2,rep-06,3.631335196444425,0.96,0.899166666666667,489,5126043467776,927712935936,13224.203589972603
DPRS,W01,F2,rep-07,3.6471956510976464,0.9641666666666666,0.9591666666666667,490,5153960755200,930934161408,13299.049542967623
DPRS,W01,F2,rep-08,3.661071520385522,0.9683333333333334,0.9654166666666667,488,5190467977216,924491710464,13685.362386975612
DPRS,W01,F2,rep-09,3.64460770976357,0.9658333333333333,0.9622916666666668,491,5164698173440,938450354176,13247.582289008278
DPRS,W01,F2,rep-10,3.6306244343569993,0.9616666666666667,0.9566666666666667,490,5130338435072,929860419584,13255.815644970426
DPRS,W01,F2,rep-11,3.6386367957887265,0.9625,0.901041666666667,490,5145370820608,933081645056,13332.938053001271
DPRS,W01,F2,rep-12,3.6483134623916977,0.9658333333333333,0.9622916666666668,490,5162550689792,932007903232,13350.35743003391
DPRS,W01,F2,rep-13,3.6410622405536133,0.9633333333333334,0.9585416666666667,491,5145370820608,935229128704,13332.642422015851
DPRS,W01,F2,rep-14,3.645339571885893,0.9641666666666666,0.902291666666667,489,5160403206144,924491710464,13364.037323039156
DPRS,W01,F2,rep-15,3.6453395718858923,0.9641666666666666,0.902291666666667,490,5160403206144,936302870528,12876.920902994243
DPRS,W01,F2,rep-16,3.641991082961919,0.9633333333333334,0.901666666666667,490,5152887013376,929860419584,13324.19945399488
DPRS,W01,F2,rep-17,3.6259721734211237,0.9616666666666667,0.9566666666666667,490,5124969725952,929860419584,13394.121821005683
DPRS,W01,F2,rep-18,3.625972173421124,0.9616666666666667,0.9566666666666667,490,5124969725952,929860419584,12870.570551020137
DPRS,W01,F2,rep-19,3.6471956510976473,0.9641666666666666,0.902291666666667,490,5162550689792,929860419584,12907.641161016727
DPRS,W01,F2,rep-20,3.6332750570094885,0.9641666666666666,0.9604166666666667,491,5144297078784,936302870528,13490.485791000538
DPRS,W01,F2,rep-21,3.6486822775820187,0.965,0.902916666666667,489,5167919398912,925565452288,13761.016283960998
DPRS,W01,F2,rep-22,3.6300482480069185,0.9608333333333333,0.9560416666666667,490,5121748500480,932007903232,13450.808986033735
DPRS,W01,F2,rep-23,3.645339571885892,0.9641666666666666,0.9572916666666668,489,5153960755200,928786677760,13433.003428008305
DPRS,W01,F2,rep-24,3.6382757133287,0.9633333333333334,0.9591666666666667,490,5140002111488,929860419584,12949.180208992402
DPRS,W01,F2,rep-25,3.6438487677785276,0.9633333333333334,0.901666666666667,490,5155034497024,929860419584,13489.538995972907
DPRS,W01,F2,rep-26,3.628185729665201,0.9608333333333333,0.9541666666666667,489,5117453533184,932007903232,12899.36071801094
DPRS,W01,F2,rep-27,3.6457064525951357,0.9633333333333334,0.9591666666666667,490,5150739529728,932007903232,12883.69051002337
DPRS,W01,F2,rep-28,3.6281857296652027,0.9608333333333333,0.900416666666667,489,5126043467776,927712935936,13489.489910001794
DPRS,W01,F2,rep-29,3.63605917582712,0.9641666666666666,0.9604166666666667,490,5147518304256,932007903232,13533.033339990652
DPRS,W01,F2,rep-30,3.6401333981453092,0.9633333333333334,0.9585416666666667,491,5144297078784,936302870528,13016.13083301163
DPRS,W01,F3,rep-01,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,12990.201996022734
DPRS,W01,F3,rep-02,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,935229128704,12976.250181009163
DPRS,W01,F3,rep-03,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,926639194112,12943.012130948773
DPRS,W01,F3,rep-04,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,924491710464,13539.610791009181
DPRS,W01,F3,rep-05,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,935229128704,13648.674487021708
DPRS,W01,F3,rep-06,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,927712935936,13658.372759997292
DPRS,W01,F3,rep-07,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,930934161408,13025.193797977408
DPRS,W01,F3,rep-08,3.62924736511998,1.0,0.9835416666666669,488,5334349381632,924491710464,12989.50480196072
DPRS,W01,F3,rep-09,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,938450354176,13699.743335000676
DPRS,W01,F3,rep-10,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13056.408166088659
DPRS,W01,F3,rep-11,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,933081645056,13056.026057009149
DPRS,W01,F3,rep-12,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,13070.555998998316
DPRS,W01,F3,rep-13,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,935229128704,12336.810959041031
DPRS,W01,F3,rep-14,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,924491710464,13086.275037097948
DPRS,W01,F3,rep-15,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,936302870528,13060.985587977484
DPRS,W01,F3,rep-16,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13104.751836024661
DPRS,W01,F3,rep-17,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13796.270981951238
DPRS,W01,F3,rep-18,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13049.05355496885
DPRS,W01,F3,rep-19,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13069.1699490053
DPRS,W01,F3,rep-20,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,936302870528,13787.219699013804
DPRS,W01,F3,rep-21,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,925565452288,13018.198906964244
DPRS,W01,F3,rep-22,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,13068.767245014897
DPRS,W01,F3,rep-23,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,928786677760,13863.94169693449
DPRS,W01,F3,rep-24,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13112.553371003742
DPRS,W01,F3,rep-25,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13077.210499897774
DPRS,W01,F3,rep-26,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,932007903232,13048.942123958113
DPRS,W01,F3,rep-27,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,13107.370375997561
DPRS,W01,F3,rep-28,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,927712935936,13077.224888998899
DPRS,W01,F3,rep-29,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,13119.762512022135
DPRS,W01,F3,rep-30,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,936302870528,12316.908169999806
DPRS,W01,F4,rep-01,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,932007903232,13136.07617305388
DPRS,W01,F4,rep-02,3.4456318320423147,0.945,0.9435416666666667,491,4886599041024,935229128704,13165.341332023672
DPRS,W01,F4,rep-03,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,926639194112,13128.51596411565
DPRS,W01,F4,rep-04,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,924491710464,13074.528656994516
DPRS,W01,F4,rep-05,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,935229128704,14026.722047015937
DPRS,W01,F4,rep-06,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,927712935936,14639.36173707043
DPRS,W01,F4,rep-07,3.4439344999258465,0.9441666666666667,0.9410416666666669,490,4881230331904,930934161408,13998.846946054982
DPRS,W01,F4,rep-08,3.62924736511998,1.0,0.9835416666666669,488,5334349381632,924491710464,13180.66294100936
DPRS,W01,F4,rep-09,3.62924736511998,1.0,0.9835416666666669,491,5334349381632,938450354176,13171.749409972108
DPRS,W01,F4,rep-10,3.6335423324159866,0.9375,0.827291666666667,490,5012226834432,929860419584,13192.737545923592
DPRS,W01,F4,rep-11,3.614803435957277,0.9366666666666666,0.9522916666666668,490,4984309547008,933081645056,12373.598316975404
DPRS,W01,F4,rep-12,3.4961033789439884,0.9375,0.866041666666667,490,4912368844800,932007903232,13190.091085023596
DPRS,W01,F4,rep-13,3.4535390064801943,0.9475,0.9435416666666667,491,4905926393856,935229128704,13217.138008960319
DPRS,W01,F4,rep-14,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,924491710464,13140.543681016425
DPRS,W01,F4,rep-15,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,936302870528,13173.958657920593
DPRS,W01,F4,rep-16,3.6335423324159817,0.9375,0.9522916666666668,490,5002563158016,929860419584,14155.53104904393
DPRS,W01,F4,rep-17,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13276.42121500321
DPRS,W01,F4,rep-18,3.62924736511998,1.0,0.9835416666666669,490,5334349381632,929860419584,13193.48761999936
DPRS,W01,F4,rep-19,3.464230200589457,0.95,0.9485416666666667,490,4928474972160,929860419584,13293.021330060583
DPRS,W01,F4,rep-20,3.4597300211413358,0.9491666666666667,0.9497916666666667,491,4919885037568,936302870528,13187.685836026503
DPRS,W01,F4,rep-21,3.6306790208853132,0.9375,0.9522916666666668,489,4996120707072,925565452288,13253.123024136585
DPRS,W01,F4,rep-22,3.6335423324159817,0.9375,0.9522916666666668,490,5002563158016,932007903232,13234.477258050902
DPRS,W01,F4,rep-23,3.62924736511998,1.0,0.9835416666666669,489,5334349381632,928786677760,13245.144422064186
DPRS,W01,F4,rep-24,3.614803435957277,0.9366666666666666,0.9522916666666668,490,4984309547008,929860419584,14189.016369997262
DPRS,W01,F4,rep-25,3.6335423324159817,0.9375,0.9522916666666668,490,5002563158016,929860419584,13274.928835970059
DPRS,W01,F4,rep-26,3.6306790208853132,0.9375,0.9522916666666668,489,4996120707072,932007903232,13263.280416027555
DPRS,W01,F4,rep-27,3.614803435957277,0.9366666666666666,0.9522916666666668,490,4984309547008,932007903232,12323.203237061534
DPRS,W01,F4,rep-28,3.4670558369684037,0.95,0.9485416666666667,489,4931696197632,927712935936,13341.879436975432
DPRS,W01,F4,rep-29,3.467055836968406,0.95,0.9497916666666667,490,4931696197632,932007903232,13219.76687103961
DPRS,W01,F4,rep-30,3.4410914059523234,0.9441666666666667,0.9460416666666669,491,4878009106432,936302870528,13262.998409009015
DPRS,W02,F0,rep-01,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,9604.341364964057
DPRS,W02,F0,rep-02,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,564788199424,10548.770888039144
DPRS,W02,F0,rep-03,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,566935683072,9579.081151074206
DPRS,W02,F0,rep-04,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,578746843136,9674.902350969205
DPRS,W02,F0,rep-05,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,9675.337114906142
DPRS,W02,F0,rep-06,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,570156908544,9624.214189057966
DPRS,W02,F0,rep-07,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,580894326784,9667.789269082277
DPRS,W02,F0,rep-08,0.16106127359998096,1.0,0.9966435185185186,262,3650722201600,551903297536,10632.571193003969
DPRS,W02,F0,rep-09,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,558345748480,9520.062213137862
DPRS,W02,F0,rep-10,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,578746843136,10664.283125035581
DPRS,W02,F0,rep-11,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,10647.347618949425
DPRS,W02,F0,rep-12,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,557272006656,9659.124895042623
DPRS,W02,F0,rep-13,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,576599359488,11054.465673973027
DPRS,W02,F0,rep-14,0.16106127359998096,1.0,0.9966435185185186,267,3650722201600,585189294080,10724.617415158718
DPRS,W02,F0,rep-15,0.16106127359998096,1.0,0.9966435185185186,262,3650722201600,550829555712,9535.452050804452
DPRS,W02,F0,rep-16,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,10741.768728948955
DPRS,W02,F0,rep-17,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,9654.735545009316
DPRS,W02,F0,rep-18,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,9637.329759141721
DPRS,W02,F0,rep-19,0.16106127359998096,1.0,0.9966435185185186,267,3650722201600,587336777728,11232.468475864152
DPRS,W02,F0,rep-20,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,578746843136,9719.509308051784
DPRS,W02,F0,rep-21,0.16106127359998096,1.0,0.9966435185185186,261,3650722201600,543313362944,9522.779054022976
DPRS,W02,F0,rep-22,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,564788199424,9597.115819982719
DPRS,W02,F0,rep-23,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,563714457600,10803.31803799345
DPRS,W02,F0,rep-24,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,576599359488,10816.534517085529
DPRS,W02,F0,rep-25,0.16106127359998096,1.0,0.9966435185185186,267,3650722201600,585189294080,9681.57854394667
DPRS,W02,F0,rep-26,0.16106127359998096,1.0,0.9966435185185186,259,3650722201600,542239621120,10698.78804795735
DPRS,W02,F0,rep-27,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,559419490304,9594.443217902153
DPRS,W02,F0,rep-28,0.16106127359998096,1.0,0.9966435185185186,262,3650722201600,552977039360,9610.046129062539
DPRS,W02,F0,rep-29,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,9628.730372045538
DPRS,W02,F0,rep-30,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,9661.129630942014
DPRS,W02,F1,rep-01,0.1644881092084912,0.9791666666666666,0.9839120370370372,265,3565896597504,572304392192,9610.894253026345
DPRS,W02,F1,rep-02,0.1644881092084912,0.9791666666666666,0.9839120370370371,264,3568044081152,564788199424,9605.336501008424
DPRS,W02,F1,rep-03,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,566935683072,9605.933742124762
DPRS,W02,F1,rep-04,0.1507807667744476,0.9791666666666666,0.9561342592592591,266,3583076466688,578746843136,10832.319316839857
DPRS,W02,F1,rep-05,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,10868.70676289982
DPRS,W02,F1,rep-06,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,570156908544,11123.044645908521
DPRS,W02,F1,rep-07,0.1644881092084912,0.9791666666666666,0.9792824074074074,266,3584150208512,580894326784,9627.143940007954
DPRS,W02,F1,rep-08,0.1507807667744476,0.9791666666666666,0.9561342592592591,262,3583076466688,551903297536,9609.166506881593
DPRS,W02,F1,rep-09,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,558345748480,9555.556294944836
DPRS,W02,F1,rep-10,0.1507807667744476,0.9791666666666666,0.9561342592592591,266,3583076466688,578746843136,9592.448254981718
DPRS,W02,F1,rep-11,0.1644881092084912,0.9791666666666666,0.9839120370370371,265,3568044081152,572304392192,9615.191263939778
DPRS,W02,F1,rep-12,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,557272006656,9589.621321028972
DPRS,W02,F1,rep-13,0.16106127359998096,1.0,0.9966435185185186,266,3650722201600,576599359488,9593.151570988994
DPRS,W02,F1,rep-14,0.16106127359998096,1.0,0.9966435185185186,267,3650722201600,585189294080,9610.641112878511
DPRS,W02,F1,rep-15,0.1507807667744476,0.9791666666666666,0.9561342592592591,262,3583076466688,550829555712,9542.728953085316
DPRS,W02,F1,rep-16,0.1644881092084912,0.9791666666666666,0.9792824074074074,265,3584150208512,572304392192,9577.443791036785
DPRS,W02,F1,rep-17,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,9592.795851080155
DPRS,W02,F1,rep-18,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,572304392192,10957.466721883975
DPRS,W02,F1,rep-19,0.16106127359998096,1.0,0.9966435185185186,267,3650722201600,587336777728,10945.045336949988
DPRS,W02,F1,rep-20,0.1644881092084912,0.9791666666666666,0.9792824074074074,266,3584150208512,578746843136,9594.853784998122
DPRS,W02,F1,rep-21,0.16106127359998096,1.0,0.9966435185185186,261,3650722201600,543313362944,9587.446885110694
DPRS,W02,F1,rep-22,0.16106127359998096,1.0,0.9966435185185186,264,3650722201600,564788199424,9559.835785854375
DPRS,W02,F1,rep-23,0.1644881092084912,0.9791666666666666,0.9792824074074074,264,3584150208512,563714457600,9590.324392971525
DPRS,W02,F1,rep-24,0.1644881092084912,0.9791666666666666,0.9792824074074074,266,3584150208512,576599359488,9552.67892908887
DPRS,W02,F1,rep-25,0.1644881092084912,0.9791666666666666,0.9839120370370371,267,3568044081152,585189294080,9570.09805006237
DPRS,W02,F1,rep-26,0.1644881092084912,0.9791666666666666,0.9839120370370372,259,3565896597504,542239621120,9474.905660004879
DPRS,W02,F1,rep-27,0.16106127359998096,1.0,0.9966435185185186,263,3650722201600,559419490304,9530.850848052069
DPRS,W02,F1,rep-28,0.14950835524048603,0.9875,0.9792824074074074,262,3634616074240,552977039360,9537.021292751888
DPRS,W02,F1,rep-29,0.16106127359998096,1.0,0.9966435185185186,265,3650722201600,573378134016,11007.151442929171
DPRS,W02,F1,rep-30,0.14950835524048603,0.9875,0.9792824074074074,265,3634616074240,572304392192,9587.161687988555
DPRS,W02,F2,rep-01,0.16618532099740083,0.9691666666666666,0.970601851851852,265,3549790470144,572304392192,10993.176525997114
DPRS,W02,F2,rep-02,0.16632833762476518,0.9683333333333334,0.9775462962962966,264,3517578215424,564788199424,11452.359157061437
DPRS,W02,F2,rep-03,0.14507527226160055,0.9683333333333334,0.9358796296296299,264,3547642986496,566935683072,11023.854002109147
DPRS,W02,F2,rep-04,0.16618532099740083,0.9691666666666666,0.970601851851852,266,3549790470144,578746843136,11035.822339072183
DPRS,W02,F2,rep-05,0.16618532099740083,0.9691666666666666,0.970601851851852,265,3549790470144,573378134016,9578.056290993118
DPRS,W02,F2,rep-06,0.14507527226160055,0.9683333333333334,0.9358796296296299,265,3547642986496,570156908544,10150.432775997615
DPRS,W02,F2,rep-07,0.16618532099740083,0.9691666666666666,0.970601851851852,266,3549790470144,580894326784,9555.401538127626
DPRS,W02,F2,rep-08,0.16618532099740083,0.9691666666666666,0.9775462962962966,262,3531536859136,551903297536,9543.745876857429
DPRS,W02,F2,rep-09,0.16632833762476518,0.9683333333333334,0.9775462962962966,263,3517578215424,558345748480,9525.472564899246
DPRS,W02,F2,rep-10,0.16632833762476518,0.9683333333333334,0.9775462962962966,266,3517578215424,578746843136,9553.40897395945
DPRS,W02,F2,rep-11,0.14507527226160055,0.9683333333333334,0.9358796296296299,265,3547642986496,572304392192,11515.582867956255
DPRS,W02,F2,rep-12,0.16618532099740083,0.9691666666666666,0.970601851851852,263,3549790470144,557272006656,9529.599991954456
DPRS,W02,F2,rep-13,0.16618532099740083,0.9691666666666666,0.9775462962962966,266,3531536859136,576599359488,9548.043721806607
DPRS,W02,F2,rep-14,0.14507527226160055,0.9683333333333334,0.9358796296296299,267,3547642986496,585189294080,9583.455056024832
DPRS,W02,F2,rep-15,0.14507527226160055,0.9683333333333334,0.9358796296296299,262,3547642986496,550829555712,9543.200840947975
DPRS,W02,F2,rep-16,0.14507527226160055,0.9683333333333334,0.9358796296296299,265,3547642986496,572304392192,11593.209178870893
DPRS,W02,F2,rep-17,0.16632833762476518,0.9683333333333334,0.9775462962962966,265,3517578215424,573378134016,9586.546120939602
DPRS,W02,F2,rep-18,0.16632833762476518,0.9683333333333334,0.9775462962962966,265,3517578215424,572304392192,9565.797555929748
DPRS,W02,F2,rep-19,0.14507527226160055,0.9683333333333334,0.9358796296296299,267,3547642986496,587336777728,9553.700996999396
DPRS,W02,F2,rep-20,0.16632833762476518,0.9683333333333334,0.9775462962962966,266,3517578215424,578746843136,11521.763949967863
